Sample ID,site,succession,plot,plot.unq,replicate,n.treat,weevil,label,block,leaf_d15n,leaf_d13c,leaf_c,leaf_n,21_d13c,21_mg.c.gsoil,21_d15n,21_mg.n.gsoil,18_mg.c.gsoil,18_mg.n.gsoil,18_c.mg.m2,18_n.mg.m2,litter_kg_m2_mean,herb_kg_m2_mean,som_kg_m2_mean,litter_kg_m2_std.error,herb_kg_m2_std.error,som_kg_m2_std.error,pH2019,percent.moist2019,bd.cores.g.cm3.2021,bd.pits.g.cm3.2018,sum.13,sum.14,sum.21,numberwillow,numberother,totalnumber,willowstemdiam,otherstemdiam,totalstemdiam,plantcoverwillow,plantcoverallwoody,plantcover.std.error
n6a,Norway,Secondary,6,54,a,0,NW,Norway6NW0,11,-6.43,-28.56,45.02,1.31,-27.04,4.7,-2.91,0.16399211,,,,,,,,,,,5.7,11.82,1.0184,1.0184,166.7,247.2983197,399.9,,,,,,,,0,
n6b,Norway,Secondary,6,54,b,0,NW,Norway6NW0,11,-6.37,-28.6,48.76,1.4,-25.95,4.6,-3.8,0.145245433,,,,,,,,,,,5.7,11.82,1.0184,1.0184,166.7,247.2983197,399.9,,,,,,,,0,
n6c,Norway,Secondary,6,54,c,0,NW,Norway6NW0,11,-6.25,-28.67,52.36,1.61,-26.46,4.7,-3.14,0.161844237,,,,,,,,,,,5.7,11.82,1.0184,1.0184,166.7,247.2983197,399.9,,,,,,,,0,
n7a,Norway,Secondary,7,55,a,0,W,Norway7W0,11,-6.02,-28.74,45.32,1.52,-27.21,5.3,-2.53,0.237796875,,,,,,,,,,,5.23,14.96,0.7344,0.7344,65.1,82.70242661,158.2,,,,,,,,0,
n7b,Norway,Secondary,7,55,b,0,W,Norway7W0,11,-6.29,-28.79,42.75,1.47,-27.4,5.2,-2.87,0.258173998,,,,,,,,,,,5.23,14.96,0.7344,0.7344,65.1,82.70242661,158.2,,,,,,,,0,
n7c,Norway,Secondary,7,55,c,0,W,Norway7W0,11,-5.89,-28.78,46.89,1.56,-26.78,5.3,-2.68,0.210852174,,,,,,,,,,,5.23,14.96,0.7344,0.7344,65.1,82.70242661,158.2,,,,,,,,0,
n8a,Norway,Secondary,8,56,a,16,W,Norway8W16,11,-4.43,-28.59,38.04,1.47,-27.37,7.8,-4.09,0.351659049,,,,,,,,,,,5.6,14.4,0.936,0.936,114,247.1019702,372.8,,,,,,,,0,
n8b,Norway,Secondary,8,56,b,16,W,Norway8W16,11,-4.32,-28.64,41.31,1.55,-26.99,8.3,-4.47,0.355463458,,,,,,,,,,,5.6,14.4,0.936,0.936,114,247.1019702,372.8,,,,,,,,0,
n8c,Norway,Secondary,8,56,c,16,W,Norway8W16,11,-4.51,-28.58,44.97,1.6,-27.06,8.8,-4.19,0.397203083,,,,,,,,,,,5.6,14.4,0.936,0.936,114,247.1019702,372.8,,,,,,,,0,
n9a,Norway,Secondary,9,57,a,16,W,Norway9W16,12,-5.53,-28.53,49.57,1.22,-27.99,4.9,-2.82,0.301193232,,,,,,,,,,,5.64,16.71,1.0984,1.0984,219.7,294.7834927,478.9,,,,,,,,0,
n9b,Norway,Secondary,9,57,b,16,W,Norway9W16,12,-5.45,-28.58,48.35,1.12,-27.1,4,-1.92,0.195666019,,,,,,,,,,,5.64,16.71,1.0984,1.0984,219.7,294.7834927,478.9,,,,,,,,0,
n9c,Norway,Secondary,9,57,c,16,W,Norway9W16,12,-5.15,-28.52,51.22,1.36,-27.28,4.6,-2.07,0.210661818,,,,,,,,,,,5.64,16.71,1.0984,1.0984,219.7,294.7834927,478.9,,,,,,,,0,
n10a,Norway,Secondary,10,58,a,0,W,Norway10W0,12,-2.4,-27.59,50.21,1.04,-27.81,11.8,-2.57,0.56884512,,,,,,,,,,,5.7,10.45,0.8456,0.8456,244.5,353.7904567,621.1,,,,,,,,0,
n10b,Norway,Secondary,10,58,b,0,W,Norway10W0,12,-2.63,-27.9,51.95,1.71,-28.01,11.5,-3.19,0.506982524,,,,,,,,,,,5.7,10.45,0.8456,0.8456,244.5,353.7904567,621.1,,,,,,,,0,
n10c,Norway,Secondary,10,58,c,0,W,Norway10W0,12,-2.87,-27.71,53.16,1.76,-27.57,11.2,-2.99,0.481358491,,,,,,,,,,,5.7,10.45,0.8456,0.8456,244.5,353.7904567,621.1,,,,,,,,0,
n11a,Norway,Secondary,11,59,a,16,NW,Norway11NW16,12,-2.66,-28.6,53.3,1.99,-26.83,10,-2.05,0.437870206,,,,,,,,,,,5.78,19.89,0.8056,0.8056,174.2,446.2004046,1000.4,,,,,,,,0,
n11b,Norway,Secondary,11,59,b,16,NW,Norway11NW16,12,-2.37,-28.5,45.42,1.71,-27.03,11.3,-2.34,0.454997559,,,,,,,,,,,5.78,19.89,0.8056,0.8056,174.2,446.2004046,1000.4,,,,,,,,0,
n11c,Norway,Secondary,11,59,c,16,NW,Norway11NW16,12,-2.51,-28.51,44.28,1.66,-26.79,12,-2.37,0.463308738,,,,,,,,,,,5.78,19.89,0.8056,0.8056,174.2,446.2004046,1000.4,,,,,,,,0,
n12a,Norway,Secondary,12,60,a,0,NW,Norway12NW0,12,-5.33,-28.09,41.65,1.39,-28.16,16.7,-5.35,0.163564568,,,,,,,,,,,5.88,12.05,1.0856,1.0856,257.5,309.5254162,382.4,,,,,,,,0,
n12b,Norway,Secondary,12,60,b,0,NW,Norway12NW0,12,-5.14,-28.04,46.73,1.4,-27.57,15.4,-4.47,0.162101147,,,,,,,,,,,5.88,12.05,1.0856,1.0856,257.5,309.5254162,382.4,,,,,,,,0,
n12c,Norway,Secondary,12,60,c,0,NW,Norway12NW0,12,-5.49,-28.16,45.58,1.51,-28.09,16,-4.62,0.164293478,,,,,,,,,,,5.88,12.05,1.0856,1.0856,257.5,309.5254162,382.4,,,,,,,,0,
